minute,title,comment,out_player,in_player,match_id_hash
76',Attempt Saved,Attempt blocked. Malte Amundsen's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 4% is blocked by Kyle Duncan.,,,9a2edb25
82',Attempt Missed,Attempt missed. Sean Nealis's (New York Red Bulls) with right footed shot from the central position outside the box with an xG of 2% goes over.,,,9a2edb25
84',Corner,Goal! 3:1. Ibrahim Aliyu (Columbus Crew) scored with right footed shot from the right side of the box with an xG of 27% to the bottom right corner.,,,9a2edb25
87',Attempt Saved,Attempt blocked. Julian Hall's (New York Red Bulls) with right footed shot from the central position outside the box with an xG of 5% is blocked by Ibrahim Aliyu.,,,9a2edb25
14',Attempt Missed,Attempt missed. Aiden Harangi's (San Diego FC) with right footed shot from the central position outside the box with an xG of 5% misses to the left.,,,afeca011
16',Attempt Missed,Attempt missed. Amahl Pellegrino's (San Diego FC) with right footed shot from the center of the box with an xG of 18% goes over.,,,afeca011
17',Attempt Missed,Attempt missed. Kristoffer Velde's (Portland Timbers) with right footed shot from the left side of the box with an xG of 5% misses to the right.,,,afeca011
22',Attempt Saved,Attempt blocked. Anders Dreyer's (San Diego FC) with left footed shot from the center of the box with an xG of 15% is blocked by Dario Zuparic.,,,afeca011
23',Attempt Saved,Attempt blocked. Amahl Pellegrino's (San Diego FC) with right footed shot from the left side of the box with an xG of 3% is blocked by Dario Zuparic.,,,afeca011
23',Attempt Missed,Attempt missed. Kristoffer Velde's (Portland Timbers) with right footed shot from the central position outside the box with an xG of 6% misses to the right.,,,afeca011
26',Corner,Goal! 0:1. Amahl Pellegrino (San Diego FC) scored with right footed shot from the center of the box with an xG of 20% to the bottom right corner. Assisted by Anders Dreyer.,,,afeca011
42',Foul,Cristhian Paredes (Portland Timbers) is shown the yellow card for the foul.,,,afeca011
44',Attempt Missed,Aiden Harangi (San Diego FC) with left footed shot from the center of the box with an xG of 22%.,,,afeca011
47',Corner,"Goal! 0:2. Anders Dreyer (San Diego FC) scored with left footed shot from the left half-space outside the box with an xG of 3% to the top left corner. Assisted by Amahl Pellegrino, second assist by Onni Valakari.",,,afeca011
49',GOAL,"Goal! 0:3. Anders Dreyer (San Diego FC) scored with left footed shot from the center of the box with an xG of 22% to the lower right central zone. Assisted by Onni Valakari, second assist by Jeppe Tverskov.",,,afeca011
51',Foul,Joao Ortiz (Portland Timbers) is shown the yellow card for the foul.,,,afeca011
57',Attempt Missed,Attempt missed. Antony Alves Santos's (Portland Timbers) with left footed shot from the left side of the box with an xG of 16% misses to the left.,,,afeca011
60',Attempt Saved,Attempt blocked. Corey Baird's (San Diego FC) with right footed shot from the center of the box with an xG of 17% is blocked by Kamal Miller.,,,afeca011
63',Corner,Goal! 0:4. Amahl Pellegrino (San Diego FC) scored with right footed shot from the center of the box with an xG of 31% to the bottom right corner. Assisted by Jeppe Tverskov.,,,afeca011
65',Foul,Aníbal Godoy (San Diego FC) is shown the yellow card for the foul.,,,afeca011
69',Attempt Missed,Attempt missed. Matías Rojas's (Portland Timbers) with header from the center of the box with an xG of 11% misses to the left.,,,afeca011
71',Attempt Saved,Attempt saved. Alex Mighten's (San Diego FC) with left footed shot from the center of the box with an xG of 14% is saved by James Pantemis.,,,afeca011
71',Attempt Saved,Attempt saved. Luca de la Torre's (San Diego FC) with right footed shot from the center of the box with an xG of 15% is saved by James Pantemis.,,,afeca011
72',Attempt Saved,Attempt blocked. Alex Mighten's (San Diego FC) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Kristoffer Velde.,,,afeca011
72',Attempt Missed,Luca Bombino (San Diego FC) with right footed shot from the left side of the box with an xG of 2%.,,,afeca011
72',Attempt Missed,Attempt missed. Alex Mighten's (San Diego FC) with left footed shot from the center of the box with an xG of 12% goes over.,,,afeca011
77',Foul,Christopher McVey (San Diego FC) is shown the yellow card for the foul.,,,afeca011
78',Attempt Saved,Attempt saved. Felipe Mora's (Portland Timbers) with right footed shot from the center of the box with an xG of 27% is saved by CJ dos Santos.,,,afeca011
79',Attempt Missed,Attempt missed. Luca Bombino's (San Diego FC) with right footed shot from the center of the box with an xG of 8% misses to the right.,,,afeca011
90'+3,Attempt Missed,Felipe Mora (Portland Timbers) with header from the center of the box with an xG of 3%.,,,afeca011
90'+5,Attempt Missed,Attempt missed. Kristoffer Velde's (Portland Timbers) with left footed shot from the central position outside the box with an xG of 14% misses to the right.,,,afeca011
3',GOAL,Goal! 1:0. Miguel Almirón (Atlanta United) scored with left footed shot from the central position outside the box with an xG of 6% to the lower right zone.,,,f44e7815
8',Attempt Missed,Emmanuel Latte Lath (Atlanta United) with header from the center of the box with an xG of 26%.,,,f44e7815
9',Attempt Missed,Attempt missed. Emmanuel Latte Lath's (Atlanta United) with right footed shot from the center of the box with an xG of 21% misses to the left.,,,f44e7815
10',Attempt Saved,Attempt saved. Jared Stroud's (D.C. United) with left footed shot from the left side of the box with an xG of 3% is saved by Brad Guzan.,,,f44e7815
25',Attempt Saved,Attempt blocked. Jared Stroud's (D.C. United) with left footed shot from the left side of the box with an xG of 18% is blocked by Bartosz Slisz.,,,f44e7815
27',Attempt Saved,Attempt saved. Christian Benteke's (D.C. United) with header from the center of the box with an xG of 16% is saved by Brad Guzan.,,,f44e7815
37',Foul,Lukas MacNaughton (D.C. United) is shown the yellow card for the foul.,,,f44e7815
40',Attempt Saved,Attempt blocked. Brandon Servania's (D.C. United) with right footed shot from the right side of the box with an xG of 4% is blocked by Juan Berrocal.,,,f44e7815
43',Foul,Caden Clark (D.C. United) is shown the yellow card for the foul.,,,f44e7815
45'+1,Attempt Saved,Attempt blocked. Miguel Almirón's (Atlanta United) with left footed shot from the central position outside the box with an xG of 8% is blocked by Kye Rowles.,,,f44e7815
48',Attempt Missed,Attempt missed. Caden Clark's (D.C. United) with right footed shot from the central position outside the box with an xG of 7% goes over.,,,f44e7815
48',Attempt Saved,Attempt blocked. Christian Benteke's (D.C. United) with right footed shot from the central position outside the box with an xG of 5% is blocked by Juan Berrocal.,,,f44e7815
49',Attempt Saved,Attempt blocked. Jared Stroud's (D.C. United) with right footed shot from the left side of the box with an xG of 2% is blocked by Ronald Hernández.,,,f44e7815
51',Attempt Missed,Attempt missed. Ronald Hernández's (Atlanta United) with right footed shot from the right half-space outside the box with an xG of 2% misses to the left.,,,f44e7815
64',Yellow Card,Jackson Hopkins (D.C. United) is shown the yellow card for poor sportsmanship.,,,f44e7815
66',Attempt Saved,Attempt saved. Christian Benteke's (D.C. United) with right footed shot from the right side of the box with an xG of 15% is saved by Brad Guzan.,,,f44e7815
66',Attempt Saved,Attempt blocked. João Peglow's (D.C. United) with right footed shot from the center of the box with an xG of 22% is blocked by Enea Mihaj.,,,f44e7815
67',Corner,Goal! 1:1. Gabriel Pirani (D.C. United) scored with right footed shot from the left side of the box with an xG of 7% to the bottom right corner.,,,f44e7815
76',Attempt Missed,Attempt missed. Jamal Thiaré's (Atlanta United) with header from the center of the box with an xG of 12% misses to the right.,,,f44e7815
77',Attempt Saved,Attempt saved. Emmanuel Latte Lath's (Atlanta United) with right footed shot from the center of the box with an xG of 30% is saved by Jordan Farr.,,,f44e7815
78',Attempt Saved,Attempt saved. Steven Alzate's (Atlanta United) with right footed shot from the central position outside the box with an xG of 3% is saved by Jordan Farr.,,,f44e7815
82',Foul,Brandon Servania (D.C. United) is shown the yellow card for the foul.,,,f44e7815
83',Attempt Saved,Attempt saved. Saba Lobjanidze's (Atlanta United) with right footed shot from the central position outside the box with an xG of 5% is saved by Jordan Farr.,,,f44e7815
84',Attempt Saved,Attempt blocked. Saba Lobjanidze's (Atlanta United) with right footed shot from the right side of the box with an xG of 10% is blocked by Lukas MacNaughton.,,,f44e7815
85',Attempt Saved,Attempt saved. Jamal Thiaré's (Atlanta United) with header from the center of the box with an xG of 14% is saved by Jordan Farr.,,,f44e7815
88',Attempt Saved,Attempt blocked. Bartosz Slisz's (Atlanta United) with right footed shot from the right side of the box with an xG of 9% is blocked by Kye Rowles.,,,f44e7815
90'+1,Attempt Saved,Attempt saved. Miguel Almirón's (Atlanta United) with left footed shot from the center of the box with an xG of 10% is saved by Jordan Farr.,,,f44e7815
90'+2,Attempt Missed,Attempt missed. Steven Alzate's (Atlanta United) with right footed shot from the right half-space outside the box with an xG of 3% goes over.,,,f44e7815
1',Attempt Missed,Bruno Damiani (Philadelphia Union) with right footed shot from the center of the box with an xG of 11%.,,,4f298de1
1',Attempt Missed,Attempt missed. Alejandro Bedoya's (Philadelphia Union) with left footed shot from the center of the box with an xG of 10% goes over to the left.,,,4f298de1
2',Attempt Saved,Attempt blocked. Mikael Uhre's (Philadelphia Union) with left footed shot from the right half-space outside the box with an xG of 2% is blocked by Djibril Diani.,,,4f298de1
3',Attempt Missed,Attempt missed. Brandt Bronico's (Charlotte FC) with right footed shot from the center of the box with an xG of 19% misses to the right.,,,4f298de1
13',Attempt Missed,Attempt missed. Kerwin Vargas's (Charlotte FC) with left footed shot from the right side of the box with an xG of 7% misses to the left.,,,4f298de1
24',Attempt Missed,Nathan Harriel (Philadelphia Union) with right footed shot from the right half-space outside the box with an xG of 3%.,,,4f298de1
24',Attempt Missed,Attempt missed. Alejandro Bedoya's (Philadelphia Union) with left footed shot from the center of the box with an xG of 21% misses to the right.,,,4f298de1
24',GOAL,"Goal! 1:0. Wilfried Zaha (Charlotte FC) scored with right footed shot from the center of the box with an xG of 28% to the lower right zone. Assisted by Kerwin Vargas, second assist by Adilson Malanda.",,,4f298de1
27',Attempt Saved,Attempt saved. Alejandro Bedoya's (Philadelphia Union) with right footed shot from the center of the box with an xG of 10% is saved by Kristijan Kahlina.,,,4f298de1
30',GOAL,Goal! 2:0. Kerwin Vargas (Charlotte FC) scored with right footed shot from the right side of the box with an xG of 8% to the middle left zone. Assisted by Harry Toffolo.,,,4f298de1
32',Yellow Card,Danley Jean Jacques (Philadelphia Union) is shown the yellow card for poor sportsmanship.,,,4f298de1
32',Yellow Card,Wilfried Zaha (Charlotte FC) is shown the yellow card for poor sportsmanship.,,,4f298de1
34',Attempt Saved,Attempt saved. Bruno Damiani's (Philadelphia Union) with header from the center of the box with an xG of 11% is saved by Kristijan Kahlina.,,,4f298de1
37',Attempt Saved,Attempt saved. Idan Toklomati's (Charlotte FC) with right footed shot from the center of the box with an xG of 13% is saved by Andre Blake.,,,4f298de1
42',Attempt Missed,Attempt missed. Danley Jean Jacques's (Philadelphia Union) with right footed shot from the central position outside the box with an xG of 8% goes over.,,,4f298de1
45',Yellow Card,Mikael Uhre (Philadelphia Union) is shown the yellow card for poor sportsmanship.,,,4f298de1
45'+2,Attempt Missed,Attempt missed. Danley Jean Jacques's (Philadelphia Union) with right footed shot from the central position outside the box with an xG of 3% goes over.,,,4f298de1
48',Attempt Saved,Attempt blocked. Jovan Lukic's (Philadelphia Union) with right footed shot from the center of the box with an xG of 6% is blocked by Ashley Westwood.,,,4f298de1
48',Attempt Missed,Attempt missed. Kai Wagner's (Philadelphia Union) with right footed shot from the center of the box with an xG of 5% goes over.,,,4f298de1
48',Attempt Missed,Attempt missed. Milan Iloski's (Philadelphia Union) with left footed shot from the central position outside the box with an xG of 6% goes over.,,,4f298de1
50',Attempt Saved,Attempt saved. Tai Baribo's (Philadelphia Union) with right footed shot from the central position outside the box with an xG of 4% is saved by Kristijan Kahlina.,,,4f298de1
51',Attempt Missed,Attempt missed. Ashley Westwood's (Charlotte FC) with right footed shot from the center of the box with an xG of 12% misses to the right.,,,4f298de1
51',Attempt Saved,Attempt saved. Idan Toklomati's (Charlotte FC) with left footed shot from the left side of the box with an xG of 17% is saved by Andre Blake.,,,4f298de1
53',Attempt Saved,Attempt saved. Djibril Diani's (Charlotte FC) with header from the center of the box with an xG of 11% is saved by Andre Blake.,,,4f298de1
61',Attempt Missed,Attempt missed. Bruno Damiani's (Philadelphia Union) with header from the center of the box with an xG of 7% goes over to the right.,,,4f298de1
63',Attempt Missed,Attempt missed. Nathan Harriel's (Philadelphia Union) with left footed shot from the central position outside the box with an xG of 3% goes over to the left.,,,4f298de1
66',Attempt Missed,Attempt missed. Jovan Lukic's (Philadelphia Union) with right footed shot from the left half-space outside the box with an xG of 1% goes over to the right.,,,4f298de1
70',Attempt Missed,Attempt missed. Indiana Vassilev's (Philadelphia Union) with header from the center of the box with an xG of 6% goes over.,,,4f298de1
71',Foul,Nathan Harriel (Philadelphia Union) is shown the yellow card for the foul.,,,4f298de1
72',Attempt Saved,Attempt saved. Tai Baribo's (Philadelphia Union) with left footed shot from the center of the box with an xG of 11% is saved by Kristijan Kahlina.,,,4f298de1
73',Foul,Bruno Damiani (Philadelphia Union) is shown the yellow card for the foul.,,,4f298de1
76',Attempt Missed,Attempt missed. Cavan Sullivan's (Philadelphia Union) with left footed shot from the center of the box with an xG of 4% misses to the left.,,,4f298de1
83',Attempt Saved,Attempt blocked. Indiana Vassilev's (Philadelphia Union) with left footed shot from the center of the box with an xG of 24% is blocked by Adilson Malanda.,,,4f298de1
85',Attempt Saved,Attempt saved. Cavan Sullivan's (Philadelphia Union) with left footed shot from the center of the box with an xG of 9% is saved by Kristijan Kahlina.,,,4f298de1
87',Post,Tai Baribo (Philadelphia Union) hits the cross bar from the left side of the box with an xG of 22%.,,,4f298de1
88',Yellow Card,Jahkeele Marshall-Rutty (Charlotte FC) is shown the yellow card for poor sportsmanship.,,,4f298de1
88',Attempt Saved,Attempt blocked. Indiana Vassilev's (Philadelphia Union) with left footed shot from the left side of the box with an xG of 7% is blocked by Nathan Byrne.,,,4f298de1
90',SECOND YELLOW,Wilfried Zaha (Charlotte FC) is shown the second yellow (red) card for poor sportsmanship.,,,4f298de1
90'+2,Attempt Saved,Attempt saved. Tai Baribo's (Philadelphia Union) with header from the center of the box with an xG of 5% is saved by Kristijan Kahlina.,,,4f298de1
90'+4,Attempt Saved,Attempt blocked. Tai Baribo's (Philadelphia Union) with right footed shot from the center of the box with an xG of 23% is blocked by Jahkeele Marshall-Rutty.,,,4f298de1
