Player,Mins,G,xG,Conv%,SOT,Pass%,A,P,Cross,CK,KP,AD,AD%,FC,FS,OFF,YC,RC,match_id,side,club,GS,GA,XGA,Pass,THRW,LB,LNCH,GK,CC
D. Yedlin,90,0,0,0,0,86.7,0,39,0,0,1,0,0,0,0,0,1,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
M. Stajduhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
J. Glad,90,0,0,0,0,89.4,0,42,0,0,0,0,0,1,0,0,1,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
P. Ruiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
D. Luna,65,0,0.1,2,0,87.1,0,27,0,2,1,0,0,0,1,0,1,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
B. Ojeda,90,0,0.02,1,0,77.2,1,44,0,0,0,0,0,2,1,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
W. Agada,7,0,0,0,0,100,0,3,0,0,0,0,0,0,1,1,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
T. Wolff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
P. Quinton,3,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
B. Vera,90,0,0,0,0,79.3,0,23,0,0,0,0,0,2,1,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
N. Caliskan,82,0,0,0,0,95,0,38,0,0,0,0,0,1,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
Z. Gozo,87,0,0,0,0,83.3,1,20,0,0,2,0,0,3,1,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
E. Eneli,8,0,0.04,1,0,100,0,4,0,0,0,0,0,1,1,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
M. Kerkvliet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
D. Gonçalves,90,0,0,0,0,97.7,1,42,0,1,1,0,0,0,2,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
J. Barea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
R. Cruz,25,0,0.08,1,0,81.3,0,13,0,0,0,0,0,0,2,0,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
V. Olatunji,83,2,0.53,3,3,77.8,0,14,0,0,0,0,0,1,2,1,0,0,stlvsrsl-10-18-2025,home,STL,,,,,,,,,
R. Bürki,90,0,,0,,93.8,0,0,,,,,,0,0,,0,0,stlvsrsl-10-18-2025,home,STL,1,2,0,30,0,6,0,0,0
R. Cabral,90,0,,0,,73.2,0,0,,,,,,0,0,,0,0,stlvsrsl-10-18-2025,home,STL,6,2,0,30,0,15,0,0,0
T. Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
T. Martins,90,0,0.03,1,1,92.2,0,83,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
T. Gray,77,0,0.06,2,0,84.8,0,39,1,0,1,0,0,1,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
M. Moralez,61,0,0.05,1,0,82.8,0,24,1,3,1,0,0,1,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Haak,90,0,0.09,1,1,86,0,43,0,0,0,0,0,3,0,0,1,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
K. O'Toole,90,0,0.03,1,1,71.7,0,33,0,0,1,0,0,1,1,0,1,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
A. Perea,77,0,0.1,2,0,86,0,37,0,0,1,0,0,1,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Shore,28,0,0,0,0,66.7,0,8,0,0,0,0,0,1,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
M. Carrizo,13,0,0,0,0,100,1,2,0,0,0,0,0,1,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
M. Ilenic,13,0,0,0,0,88.9,0,8,0,0,0,0,0,1,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Fernández,29,0,0,0,0,76.2,1,16,1,3,4,0,0,2,3,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
A. Martínez,90,0,0.37,4,0,66.7,0,6,0,0,1,0,0,0,0,1,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
H. Wolf,62,0,0.11,2,0,75,0,15,0,0,1,0,0,1,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
S. Tanasijević,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
A. Ojeda,28,0,0,0,0,82.3,0,14,1,1,1,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
S. Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
A. O'Neill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
N. Fernández,90,1,0.21,2,2,91.9,0,34,1,2,4,0,0,6,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
R. Gustavo,62,0,0,0,0,86.2,0,50,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Ferreira,84,0,0.34,3,1,81.5,0,22,0,1,1,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Bell,35,0,0,0,0,87.5,0,14,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
D. Musovski,6,0,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
A. Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
N. Tolo,90,0,0,0,0,88.9,0,40,0,0,0,0,0,1,3,2,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Ragen,90,1,0.22,1,1,91.9,0,57,0,0,0,0,0,1,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Mior,55,0,0,0,0,92.1,0,35,0,0,0,0,0,0,3,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
A. Rusnák,90,0,0.16,1,0,77.4,1,41,1,4,3,0,0,1,0,0,1,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
Á. Roldán,55,0,0,0,0,89.1,0,41,0,0,0,0,0,0,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
R. Baker-Whiting,6,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
D. Leyva,90,0,0.03,1,0,87.5,1,77,1,1,2,0,0,0,5,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
J. Morris,84,1,0.08,1,1,81.8,0,18,0,0,1,0,0,1,0,1,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
P. Rothrock,66,0,0,0,0,85.7,0,18,0,0,0,0,0,1,2,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
S. Hawkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
S. Brunell,35,0,0,0,0,81,0,17,0,0,0,0,0,0,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
P. de la Vega,24,0,0,0,0,100,0,6,0,0,0,0,0,0,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
K. Kossa-Rienzi,90,0,0.05,1,1,85.4,0,35,0,0,0,0,0,1,1,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
P. Kingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
O. De Rosario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nycvssea-10-18-2025,home,NYC,,,,,,,,,
M. Freese,90,0,,0,,87.5,0,0,,,,,,0,0,,1,0,nycvssea-10-18-2025,home,NYC,2,2,0,14,0,3,0,0,0
S. Frei,90,0,,0,,50,0,0,,,,,,0,0,,0,0,nycvssea-10-18-2025,home,NYC,4,1,0,15,0,10,0,0,0
M. Robinson,90,0,0.25,1,0,96.8,0,30,0,0,0,0,0,1,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
K. Kamara,84,0,0.35,2,0,71.4,0,10,0,0,0,0,0,0,2,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
A. Kann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
E. Louro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
A. Powell,90,0,0,0,0,76.9,0,20,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
N. Hagglund,77,1,0.14,1,1,86.4,1,38,0,0,1,0,0,3,1,0,1,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
O. Nwobodo,45,0,0,0,0,100,0,15,0,0,0,0,0,2,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
Y. Kubo,45,0,0.11,1,1,87.5,0,7,0,0,0,0,0,2,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
B. Souza,90,1,0.67,4,3,93.5,0,29,0,0,2,0,0,0,2,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
T. Hadebe,45,0,0,0,0,94.1,0,16,0,0,0,0,0,1,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
B. Anunga,13,0,0.26,1,1,91.7,0,11,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
G. Valenzuela,6,0,0,0,0,83.3,1,5,0,0,3,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
E. Da Silva Ferreira,90,1,0.13,2,1,81.8,1,36,3,5,4,0,0,0,1,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
P. Bucha,90,0,0,0,0,95.1,0,39,0,0,1,0,0,0,2,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
D. Marczuk,45,0,0,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
G. Flores,45,0,0,0,0,80,0,8,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
E. Echenique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
S. Gidi,45,0,0,0,0,94.4,0,17,0,0,0,0,0,1,1,0,1,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
F. Herbers,58,0,0,0,0,81,0,17,0,0,0,0,0,0,2,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
B. Duke,9,0,0,0,0,62.5,0,5,1,1,2,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
J. Neal,45,0,0,0,0,89.7,0,26,0,0,0,0,0,2,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
K. Opoku,12,0,0.07,1,0,60,0,3,1,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
G. Vrioni,17,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
B. Craig,90,0,0.02,1,1,86.4,0,51,0,5,0,0,0,1,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
B. Hidalgo,90,0,0.04,1,0,91.5,0,43,0,0,0,0,0,1,1,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
L. Petrasso,90,0,0,0,0,80,0,28,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
J. Sirois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
D. Sealy,58,0,0,0,0,86.7,0,13,0,4,0,0,0,1,0,0,1,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
O. Escobar,32,0,0.02,1,0,100,0,11,0,0,0,0,0,1,1,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
F. Álvarez,45,0,0.06,1,0,94.4,0,17,0,0,1,0,0,1,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
P. Owusu,73,0,0.87,2,0,66.7,0,10,0,0,0,0,0,1,3,1,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
M. Longstaff,90,0,0,0,0,81.1,0,43,0,0,1,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
H. Synchuk,81,0,0.02,1,0,76,0,19,0,2,0,0,0,0,1,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
V. Loturi,90,0,0.1,1,1,91.4,0,32,0,0,0,0,0,1,0,0,1,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
O. Graham-Roache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
A. Guboglo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
I. Jaime,20,0,0.05,1,1,71.4,0,5,0,0,1,0,0,0,2,0,0,0,cinvsmtl-10-18-2025,home,CIN,,,,,,,,,
R. Celentano,90,0,,0,,90,0,2,,,,,,0,0,,0,0,cinvsmtl-10-18-2025,home,CIN,3,0,0,27,0,7,0,0,0
T. Gillier,90,0,,0,,84.6,0,1,,,,,,0,0,,0,0,cinvsmtl-10-18-2025,home,CIN,4,3,0,22,0,7,0,0,0
Z. Bassong,78,0,0,0,0,88.9,0,40,2,3,2,0,0,3,1,0,1,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
M. Toye,12,0,0,0,0,100,0,1,0,0,0,0,0,1,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
M. Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
D. Joveljić,90,0,0.48,3,0,68.4,0,13,0,0,0,0,0,2,3,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
L. Ndenbe,90,0,0,0,0,85.5,0,47,0,0,0,0,0,0,3,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Davis,22,0,0,0,0,76.9,0,10,0,0,0,0,0,0,0,0,1,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
E. Thommy,78,0,0.06,1,0,85,0,34,1,3,0,0,0,1,3,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
K. Shelton,90,0,0,0,0,83.3,0,45,0,0,0,0,0,1,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
D. Sallói,90,0,0.15,2,1,66.7,0,16,0,0,1,0,0,1,2,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
N. Radoja,68,0,0,0,0,87.3,0,48,0,0,0,0,0,3,4,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
T. Leibold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Bartlett,12,0,0,0,0,71.4,0,5,1,1,1,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
A. Montes,90,0,0.34,3,1,87.5,0,56,0,0,0,0,0,1,1,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
S. Muñóz,45,0,0,0,0,89.5,0,17,0,0,0,0,0,2,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
R. Schewe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
I. James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
M. García,45,0,0.04,1,0,62.5,0,15,0,0,1,0,0,1,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Miller,90,0,0,0,0,85,0,51,0,0,0,0,0,1,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
S. Suleymanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Artur,90,0,0,0,0,89.9,0,62,0,0,0,0,0,1,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Maurer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
E. Bartlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
G. Dorsey,90,0,0,0,0,89.7,0,26,2,2,1,0,0,1,1,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
B. Raines,80,0,0,0,0,93.5,0,43,0,0,0,0,0,2,6,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
N. Quiñones,10,0,0,0,0,33.3,0,1,1,0,1,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
É. Dueñas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
A. Carlos,90,0,0,0,0,86.1,0,68,0,0,0,0,0,2,0,0,1,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
G. Segal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
E. Sviatchenko,90,0,0,0,0,77.1,0,37,0,0,0,0,0,0,1,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
S. Kowalczyk,22,0,0,0,0,86.7,0,13,1,0,1,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Urso,10,0,0,0,0,100,0,6,0,0,0,0,0,1,1,0,1,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
E. Ponce,90,0,0.44,4,1,48.1,0,13,0,0,1,0,0,1,2,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
L. Ennali,90,0,0.23,3,3,81,0,34,0,0,0,0,0,2,0,0,1,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
F. Andrade,90,0,0.06,1,1,86.3,0,44,0,0,1,0,0,2,4,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
D. Holmes,68,0,0,0,0,65,0,13,0,0,0,0,0,4,0,1,1,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
O. Lingr,80,0,0.07,1,1,96.8,0,30,0,3,3,0,0,2,1,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
P. Ortiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
D. Samassékou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skcvshou-10-18-2025,home,SKC,,,,,,,,,
J. Pulskamp,90,0,,0,,75,0,0,,,,,,0,1,,0,0,skcvshou-10-18-2025,home,SKC,6,0,0,15,0,2,0,0,0
J. Bond,90,0,,0,,77.4,0,1,,,,,,0,0,,0,0,skcvshou-10-18-2025,home,SKC,2,0,0,24,0,5,0,0,0
W. Omsberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
W. Sands,90,0,0,0,0,81,0,17,0,0,0,0,0,2,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
L. Campana,61,0,0.15,2,1,50,0,4,0,0,0,0,0,1,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
A. Farrell,19,0,0,0,0,100,0,5,0,0,0,0,0,0,2,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
B. Bye,4,0,0,0,0,66.7,0,2,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
C. Gil,90,0,0,0,0,77.8,1,49,1,2,3,0,0,0,2,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
T. Beason,90,0,0,0,0,86.2,0,25,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Yueill,71,0,0,0,0,82.5,0,33,0,0,0,0,0,0,3,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
A. Bono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
K. Hughes,90,0,0.29,2,1,89.2,0,33,0,0,0,0,0,1,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
E. Klein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
T. Chancalay,29,0,0,0,0,55.6,0,5,0,0,0,0,0,1,2,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
G. Diarbian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
L. Langoni,4,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,1,0,nevschi-10-18-2025,home,NE,,,,,,,,,
A. Yusuf,90,1,0.41,2,1,83,0,44,0,0,0,0,0,2,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
M. Fofana,86,0,0,0,0,91.7,0,44,0,0,0,0,0,0,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
A. Oyirwoth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
I. Feingold,86,0,0,0,0,86.5,0,32,1,0,1,0,0,1,3,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
D. Turgeman,90,1,0.22,2,1,75,0,18,1,1,1,0,0,1,0,1,1,0,nevschi-10-18-2025,home,NE,,,,,,,,,
A. Gutman,90,0,0.16,2,0,74.4,0,29,0,0,1,0,0,4,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Waterman,90,0,0,0,0,87.6,0,78,0,0,0,0,0,0,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
M. Pineda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
S. Oregel,45,0,0.05,1,0,93.8,0,30,0,0,1,0,0,1,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
B. Gutiérrez,45,0,0.17,2,2,90,0,36,0,0,5,0,0,1,3,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
K. Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
O. González,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
T. Barlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Elliott,90,0,0.05,1,0,89.5,0,60,0,0,0,0,0,3,0,0,1,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Dean,81,0,0,0,0,90.3,0,28,0,0,0,0,0,0,1,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
M. Haile-Selassie,32,0,0.07,1,0,80,1,12,0,0,1,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Reynolds,9,0,0,0,0,88.9,0,8,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
S. Rogers,45,0,0,0,0,93.9,0,31,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
H. Cuypers,90,0,0.38,2,0,68.2,1,15,0,0,2,0,0,1,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
J. Bamba,58,0,0.09,1,1,80.8,0,21,0,1,3,0,0,2,2,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
P. Zinckernagel,90,1,0.78,4,2,78.7,0,37,1,3,1,0,0,4,2,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
R. Kouamé,45,0,0.03,1,0,95.7,0,44,0,0,0,0,0,0,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
D. D’Avilla,90,0,0.05,1,0,92.4,0,73,0,0,1,0,0,1,0,0,0,0,nevschi-10-18-2025,home,NE,,,,,,,,,
M. Turner,90,0,,0,,53.7,0,0,,,,,,0,0,,0,0,nevschi-10-18-2025,home,NE,4,2,0,22,0,10,0,0,0
C. Brady,90,0,,0,,77.3,0,0,,,,,,0,0,,0,0,nevschi-10-18-2025,home,NE,2,2,0,17,0,3,0,0,0
N. Byrne,90,0,0,0,0,85.4,0,35,0,0,0,0,0,0,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
A. Malanda,90,0,0,0,0,94.7,1,36,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
B. Bronico,82,0,0.17,1,0,65.4,0,17,1,0,1,0,0,1,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
K. Vargas,83,1,0.15,2,1,57.1,1,20,1,0,3,0,0,0,1,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
D. Bingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
E. Williamson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
B. Tuiloma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
J. Marshall-Rutty,27,0,0,0,0,88.9,0,8,0,0,0,0,0,0,0,0,1,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
A. Privett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
A. Westwood,90,0,0.14,1,0,84,0,42,1,3,1,0,0,0,2,0,0,0,cltvsphi-10-18-2025,home,CLT,,,,,,,,,
