id,date,name,age,height_cm,weight_kg,team,contract_start,contract_end,position,foot,jersey_num,wage_eur,value_eur,,overall_rating,best_overall,best_position,total_attacking,crossing,finishing,heading_accuracy,short_passing,volleys,total_skill,dribbling,curve,fk_accuracy,long_passing,ball_control,total_movement,acceleration,sprint_speed,agility,reactions,balance,total_power,shot_power,jumping,stamina,long_shots,total_mentality,aggression,interceptions,attack_position,vision,penalties,composure,total_defending,defensive_awareness,standing_tackle,sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
237407,2025-10-23,C. Durkin,25,182,75,CF Montréal,2023.0,2025.0,LCM,Right,8.0,3000,12000000,,66,68,CM,291,64,57,52,70,48,325,64,66,60,66,69,295,49,62,53,64,67,331,64,56,82,66,295,65,63,55,62,50,61,189,65,64,60,55,11,8,12,9,15
260734,2025-10-23,C. Wallem,25,180,73,CF Montréal,,,,Right,,15000,21000000,,70,71,RM,302,68,60,52,69,53,327,70,65,58,65,69,390,79,78,84,64,85,337,63,70,77,63,315,68,53,66,67,61,69,160,51,56,53,44,5,8,9,15,7
226050,2025-10-23,C. Teuchert,28,182,80,CF Montréal,2024.0,2026.0,RAM,Right,36.0,5000,12000000,,68,69,ST,327,62,72,61,67,65,314,74,63,45,60,72,348,69,71,71,68,69,347,71,70,71,70,290,51,34,69,59,77,62,66,30,22,14,56,8,13,16,11,8
233125,2025-10-23,M. Hartel,29,177,68,CF Montréal,2024.0,2028.0,LAM,Right,17.0,9000,55000000,,75,76,CAM,332,65,70,53,77,67,362,79,69,61,75,78,385,74,71,84,75,81,342,72,59,92,72,320,58,59,72,79,52,69,109,31,44,34,59,14,15,8,10,12
242998,2025-10-23,Klauss,28,190,84,CF Montréal,2022.0,2025.0,ST,Right,9.0,8000,24000000,,72,72,ST,342,58,72,78,67,67,301,66,46,57,61,71,297,57,70,57,70,43,408,78,87,83,70,322,77,33,72,65,75,73,87,39,26,22,43,11,5,7,7,13
260485,2025-10-23,Jeong Sang Bin,23,175,76,CF Montréal,2025.0,2025.0,SUB,Right,77.0,3000,17000000,,66,68,RM,288,53,68,55,60,52,300,71,58,51,56,64,393,86,87,83,64,73,323,60,76,65,55,263,67,22,67,56,51,61,58,23,18,17,49,9,9,9,13,9
238072,2025-10-23,E. Löwen,28,188,91,CF Montréal,2022.0,2026.0,SUB,Right,10.0,9000,42000000,,74,74,CM,329,70,63,70,76,50,381,75,75,80,75,76,319,60,70,46,76,67,407,85,78,86,75,358,82,69,67,70,70,71,209,69,74,66,45,5,10,5,12,13
247245,2025-10-23,T. Ostrák,25,176,75,CF Montréal,2022.0,2026.0,SUB,Right,7.0,3000,11000000,,66,67,RM,292,66,55,54,67,50,305,73,60,40,64,68,348,64,60,83,62,79,312,60,63,66,59,257,48,45,54,60,50,63,161,50,58,53,44,6,8,7,13,10
273124,2025-10-23,Célio Pompeu,25,178,74,CF Montréal,2023.0,2026.0,SUB,Right,12.0,2000,950000,,65,66,CAM,250,53,59,32,54,52,301,75,50,57,49,70,380,79,72,84,62,83,256,61,45,60,50,254,38,29,65,63,59,66,87,22,34,31,45,8,11,9,12,5
276257,2025-10-23,F. Fall,21,192,80,CF Montréal,2025.0,2029.0,SUB,Left,88.0,2000,2000000,,66,68,CB,224,41,28,62,62,31,240,63,26,29,58,64,288,65,58,53,61,51,269,40,73,56,26,263,70,63,42,49,39,64,196,64,67,65,44,13,9,7,6,9
273122,2025-10-23,A. Watts,25,178,79,CF Montréal,2023.0,2025.0,SUB,Right,20.0,2000,800000,,64,65,RWB,259,57,49,53,61,39,252,65,34,36,56,61,356,74,72,74,59,77,313,61,71,71,39,267,64,58,51,53,41,51,187,63,62,62,41,7,6,7,10,11
211387,2025-10-23,B. Lundt,29,198,99,CF Montréal,2023.0,2025.0,SUB,Right,39.0,900,160000,,58,58,GK,75,14,6,18,21,16,79,11,17,16,19,16,214,45,44,41,45,39,233,43,63,40,18,131,38,29,19,35,10,17,74,28,24,22,293,58,57,57,60,61
223641,2025-10-23,T. Baumgartl,29,192,90,CF Montréal,2025.0,2026.0,SUB,Right,32.0,5000,12000000,,69,69,CB,221,33,28,68,64,28,231,45,33,31,61,61,247,50,60,39,64,34,309,61,74,58,33,261,72,68,32,55,34,65,200,67,67,66,69,13,15,14,16,11
271293,2025-10-23,S. Becher,25,188,84,CF Montréal,2025.0,2026.0,SUB,Right,11.0,1000,325000,,60,62,ST,240,28,69,59,44,40,217,60,39,31,31,56,275,64,53,58,52,48,293,64,71,34,51,246,35,31,64,54,62,48,109,37,39,33,53,13,10,14,7,9
271106,2025-10-23,D. Padelford,22,183,79,CF Montréal,,,,Left,,2000,825000,,62,64,CB,211,40,28,56,59,28,244,54,41,37,50,62,281,52,51,59,64,55,244,35,60,59,28,244,59,64,42,40,39,49,191,67,63,61,56,15,15,7,11,8
266610,2025-10-23,J. Orozco,21,175,83,CF Montréal,2025.0,2025.0,SUB,Right,91.0,750,220000,,53,55,CB,181,28,30,47,48,28,152,23,29,26,38,36,281,63,55,47,49,67,256,43,58,61,28,209,56,48,26,38,41,44,164,56,55,53,39,7,5,7,11,9
242092,2025-10-23,R. Alm,29,174,70,CF Montréal,2023.0,2025.0,SUB,Right,21.0,4000,1000000,,67,67,RM,279,64,63,36,64,52,303,68,65,40,62,68,377,81,81,77,57,81,309,63,61,66,59,266,54,37,61,61,53,62,115,40,39,36,53,15,12,13,6,7
272813,2025-10-23,J. Reid,23,180,77,CF Montréal,2024.0,2025.0,RES,Left,99.0,1000,400000,,58,60,LWB,215,61,27,41,59,27,236,63,37,33,51,52,368,85,85,78,46,74,270,46,63,75,25,212,54,45,41,35,37,43,146,49,46,51,52,6,15,11,14,6
73881,2025-10-23,T. Pearce,17,180,75,CF Montréal,2024.0,2027.0,RES,Right,33.0,500,275000,,53,55,CDM,216,40,34,51,57,34,222,49,35,40,50,48,292,69,63,54,53,53,253,52,58,56,32,238,51,45,46,48,48,42,161,55,54,52,43,10,9,7,6,11
274942,2025-10-23,C. Glover,18,188,80,CF Montréal,2023.0,2027.0,RES,Right,46.0,650,150000,,50,52,ST,204,27,55,50,37,35,196,50,37,33,25,51,304,54,65,67,49,69,203,49,37,32,48,183,27,18,48,40,50,52,38,12,11,15,57,13,7,14,15,8
274492,2025-10-23,M. Perez,20,180,70,CF Montréal,2023.0,2025.0,RES,Right,28.0,1000,550000,,59,61,CAM,248,44,50,45,62,47,294,64,57,50,59,64,313,62,62,63,60,66,268,60,50,53,51,250,48,52,50,54,46,60,179,58,61,60,50,8,15,12,8,7
77499,2025-10-23,M. Joyner,18,181,71,CF Montréal,2025.0,2028.0,RES,Left,59.0,700,325000,,55,56,LM,241,54,53,39,54,41,242,54,49,38,48,53,317,66,74,64,41,72,244,54,41,51,52,224,39,26,51,48,60,50,87,30,29,28,52,9,14,8,9,12
72900,2025-10-23,M. Wentzel,23,189,83,CF Montréal,2023.0,2025.0,RES,Right,13.0,900,240000,,55,57,CB,204,46,36,47,47,28,193,33,36,34,45,45,264,61,53,49,45,56,270,38,66,58,28,195,61,52,20,26,36,41,161,50,54,57,56,6,12,14,10,14
242084,2025-10-23,C. Coronel,28,192,88,CF Montréal,2022.0,2025.0,GK,Right,31.0,5000,22000000,,72,72,GK,100,16,10,15,47,12,136,17,17,13,60,29,234,39,39,39,70,47,243,55,66,41,9,134,35,21,10,56,12,50,51,20,15,16,358,71,70,73,71,73
236038,2025-10-23,K. Duncan,27,177,68,CF Montréal,2024.0,2025.0,RB,Right,6.0,4000,975000,,67,67,RB,256,64,43,63,53,33,271,68,56,31,50,66,373,82,84,80,52,75,316,52,78,79,41,264,70,63,54,40,37,52,188,60,66,62,56,15,14,9,13,5
247459,2025-10-23,S. Nealis,28,194,79,CF Montréal,2019.0,2026.0,RCB,Right,15.0,6000,16000000,,70,72,CB,209,25,32,74,52,26,186,45,25,25,41,50,305,60,72,61,67,45,319,42,84,84,22,240,75,64,32,35,34,50,206,69,72,65,60,12,14,15,7,12
260001,2025-10-23,N. Eile,22,195,83,CF Montréal,2024.0,2027.0,LCB,Right,3.0,3000,21000000,,67,69,CB,199,21,22,58,70,28,217,40,28,21,62,66,296,66,78,59,58,35,276,39,74,62,21,243,74,72,30,35,32,51,186,64,62,60,66,11,14,13,15,13
278488,2025-10-23,O. Valencia,21,180,70,CF Montréal,2024.0,2027.0,LB,Left,5.0,1000,525000,,59,60,CB,266,58,43,58,61,46,291,58,60,58,57,58,273,56,62,53,54,48,260,49,59,52,43,257,55,58,50,51,43,51,172,55,60,57,44,6,8,7,11,12
266033,2025-10-23,D. Edelman,22,178,64,CF Montréal,2021.0,2027.0,RDM,Right,75.0,3000,22000000,,67,68,CDM,271,48,48,68,67,40,278,61,45,43,64,65,341,67,72,71,64,67,305,45,70,75,54,306,77,66,60,65,38,63,196,66,66,64,42,10,10,7,10,5
273548,2025-10-23,P. Stroud,23,177,71,CF Montréal,2023.0,2025.0,LDM,Right,8.0,3000,16000000,,66,67,CDM,246,52,35,50,68,41,309,61,61,58,63,66,368,76,72,79,64,77,292,52,65,72,45,281,60,62,53,59,47,54,194,64,67,63,42,8,9,6,7,12
256426,2025-10-23,C. Harper,23,176,71,CF Montréal,2021.0,2027.0,RAM,Right,17.0,3000,19000000,,66,67,RM,262,58,63,43,55,43,287,71,56,48,44,68,393,85,86,72,67,83,295,58,62,69,50,251,50,36,62,46,57,57,161,49,59,53,51,6,10,6,15,14
208448,2025-10-23,E. Forsberg,33,177,76,CF Montréal,2024.0,2026.0,CAM,Right,10.0,12000,11000000,,79,79,CAM,346,81,73,44,83,65,396,81,79,75,77,84,356,65,63,71,78,79,323,71,56,65,72,340,61,41,77,82,79,77,95,35,27,33,55,13,7,9,15,11
221908,2025-10-23,L. Morgan,28,178,75,CF Montréal,2021.0,2026.0,LAM,Left,9.0,8000,31000000,,73,75,LM,350,76,76,60,72,66,360,75,75,72,63,75,393,82,82,81,72,76,369,76,83,80,68,334,62,54,77,68,73,70,168,43,64,61,48,14,6,8,7,13
183569,2025-10-23,E. Choupo-Moting,36,191,90,CF Montréal,2025.0,2026.0,ST,Right,13.0,8000,19000000,,75,75,ST,369,67,75,80,73,74,336,79,74,44,62,77,327,45,72,72,73,65,357,78,79,55,64,310,57,40,77,71,65,75,87,31,36,20,49,9,9,9,16,6
227278,2025-10-23,G. Berggren,27,187,80,CF Montréal,2025.0,2028.0,SUB,Right,4.0,7000,25000000,,72,73,CDM,305,62,57,57,73,56,317,70,55,50,72,70,320,61,57,68,72,62,364,62,72,87,64,338,80,72,65,72,49,65,202,68,70,64,50,6,14,10,9,11
260772,2025-10-23,W. Carmona,22,180,73,CF Montréal,2021.0,2027.0,SUB,Left,19.0,2000,13000000,,64,65,CAM,250,55,55,36,60,44,300,70,59,51,53,67,367,82,78,78,49,80,316,70,59,61,67,241,50,38,56,59,38,54,112,47,34,31,48,9,7,13,11,8
275294,2025-10-23,R. Donkor,20,173,68,CF Montréal,2023.0,2026.0,SUB,Left,48.0,1000,750000,,61,62,CM,231,55,27,48,68,33,272,68,38,40,62,64,324,63,64,61,59,77,249,52,52,61,31,267,66,54,55,55,37,57,175,55,62,58,40,6,8,11,5,10
267796,2025-10-23,S. Ngoma,19,178,75,CF Montréal,2022.0,2025.0,SUB,Right,81.0,1000,525000,,58,59,RM,221,49,47,37,48,40,244,63,42,38,43,58,376,90,90,87,39,70,275,52,62,61,41,231,44,38,51,50,48,46,110,38,38,34,52,13,12,10,7,10
231111,2025-10-23,A. Hack,31,193,88,CF Montréal,2025.0,2026.0,SUB,Left,42.0,6000,13000000,,71,71,CB,259,55,36,76,66,26,243,48,43,31,71,50,265,55,54,40,70,46,305,49,75,65,34,276,73,73,32,53,45,63,210,71,72,67,32,6,6,5,7,8
255033,2025-10-23,D. Nealis,26,181,79,CF Montréal,2022.0,2027.0,SUB,Right,12.0,3000,925000,,66,67,CB,247,51,41,62,57,36,244,56,41,35,53,59,342,70,73,67,64,68,301,50,71,67,45,269,72,64,48,52,33,54,203,70,68,65,53,14,15,13,5,6
73858,2025-10-23,A. Stokes,17,182,65,CF Montréal,2024.0,2027.0,SUB,Right,21.0,500,300000,,52,52,GK,63,13,6,13,22,9,66,14,14,12,16,10,159,31,15,38,34,41,156,35,45,20,6,86,24,9,7,28,18,34,32,9,12,11,261,59,47,46,54,55
268402,2025-10-23,D. Gjengaar,21,177,75,CF Montréal,2024.0,2027.0,SUB,Right,22.0,1000,800000,,61,62,RM,249,55,56,44,54,40,244,58,56,30,40,60,381,85,83,80,53,80,290,48,65,69,44,252,55,52,56,52,37,52,154,50,53,51,55,13,8,11,14,9
234927,2025-10-23,R. Edwards,29,173,68,CF Montréal,2025.0,2026.0,SUB,Left,44.0,3000,850000,,66,66,LM,286,62,51,60,64,49,303,71,64,39,61,68,363,78,76,78,56,75,324,56,75,75,51,297,70,59,59,60,49,62,186,60,64,62,50,7,14,10,10,9
275108,2025-10-23,W. Bogacz,20,193,78,CF Montréal,2025.0,2028.0,SUB,Right,7.0,1000,350000,,56,58,ST,244,33,60,65,43,43,221,52,40,39,36,54,253,55,55,50,45,48,309,60,68,63,48,248,53,28,54,44,69,43,77,24,30,23,46,5,11,11,13,6
226803,2025-10-23,T. Parker,32,188,88,CF Montréal,2025.0,2025.0,SUB,Right,26.0,4000,650000,,67,67,CB,218,26,35,70,59,28,206,43,21,26,57,59,281,60,68,46,64,43,288,33,80,69,21,239,75,64,28,35,37,60,191,64,64,63,51,6,13,14,9,9
259862,2025-10-23,M. Morales,22,178,75,CF Montréal,2025.0,2027.0,SUB,Left,14.0,3000,18000000,,66,67,LWB,226,65,25,48,62,26,226,54,41,26,39,66,351,73,73,71,60,74,267,36,64,83,20,265,68,58,62,38,39,47,181,57,60,64,63,15,14,15,6,13
269617,2025-10-23,J. Mina,20,180,78,CF Montréal,2023.0,2026.0,RES,Right,20.0,2000,13000000,,64,64,RB,256,64,41,57,59,35,243,55,44,37,50,57,338,69,74,68,61,66,265,38,67,61,36,238,52,61,46,35,44,48,180,62,60,58,46,14,8,9,8,7
227909,2025-10-23,J. McCarthy,32,185,84,CF Montréal,2025.0,2025.0,RES,Right,23.0,3000,600000,,68,68,GK,93,17,17,17,24,18,64,10,15,13,14,12,202,35,34,36,57,40,214,44,59,38,13,106,32,19,19,18,18,44,42,14,13,15,331,69,69,58,65,70
75541,2025-10-23,M. Sofo,20,175,74,CF Montréal,2024.0,2026.0,RES,Right,37.0,2000,14000000,,64,66,ST,293,60,70,56,59,48,284,71,53,44,55,61,339,77,78,63,52,69,305,68,65,60,59,257,55,26,64,51,61,50,98,30,35,33,52,10,13,7,12,10
261639,2025-10-23,C. Ofori,19,168,68,CF Montréal,2023.0,2025.0,RES,Left,24.0,900,350000,,56,56,LB,186,51,24,38,44,29,204,51,44,35,31,43,387,87,86,86,41,87,234,31,56,73,23,208,49,44,50,40,25,42,151,43,52,56,41,6,6,11,12,6
278174,2025-10-23,J. Hall,17,175,73,CF Montréal,2023.0,2026.0,RES,Right,16.0,550,350000,,54,55,CAM,230,49,54,38,50,39,238,59,39,37,45,58,305,55,63,59,48,80,182,55,28,34,36,214,44,20,57,47,46,41,71,22,20,29,51,6,12,10,11,12
267787,2025-10-23,AJ Marcucci,25,191,86,CF Montréal,2021.0,2025.0,RES,Right,1.0,600,110000,,53,53,GK,77,13,9,13,34,8,78,10,12,13,25,18,132,24,19,22,38,29,198,38,54,28,8,100,35,12,9,33,11,33,39,11,13,15,267,54,57,51,51,54
69986,2025-10-23,R. Mitchell,22,185,68,CF Montréal,2024.0,2026.0,RES,Right,33.0,850,110000,,50,52,ST,211,30,55,44,40,42,190,50,36,33,27,44,298,58,74,52,52,62,236,51,38,52,48,191,25,14,46,42,64,44,46,16,17,13,49,5,14,14,10,6
80484,2025-10-23,Rafael Mosquera,20,180,64,CF Montréal,2025.0,2028.0,RES,Left,79.0,850,250000,,54,55,ST,229,45,56,41,45,42,232,56,46,41,40,49,347,80,83,79,40,65,264,60,57,52,40,214,39,33,47,42,53,45,109,38,38,33,58,14,9,14,10,11
260982,2025-10-23,C. Brady,21,190,77,CF Montréal,2020.0,2026.0,GK,Right,1.0,2000,27000000,,69,69,GK,56,10,7,14,18,7,66,9,14,12,21,10,181,31,26,39,58,27,196,47,58,21,6,92,26,10,5,40,11,28,30,8,11,11,339,74,64,62,67,72
273550,2025-10-23,J. Dean,28,173,69,CF Montréal,2023.0,2025.0,RB,Right,24.0,2000,425000,,63,63,RB,243,57,33,55,64,34,242,53,40,31,61,57,334,67,73,58,58,78,266,46,62,71,31,241,53,54,46,48,40,57,180,58,61,61,53,13,6,13,11,10
266334,2025-10-23,S. Rogers,26,193,86,CF Montréal,2025.0,2026.0,RCB,Right,5.0,3000,11000000,,66,68,CB,252,46,39,63,66,38,246,58,36,29,61,62,319,66,65,67,61,60,326,55,80,67,37,249,67,62,44,41,35,58,191,62,66,63,42,12,9,6,8,7
238008,2025-10-23,J. Elliott,29,198,83,CF Montréal,2025.0,2025.0,LCB,Right,3.0,7000,2000000,,72,72,CB,203,21,21,70,67,24,246,46,25,41,71,63,239,50,48,37,72,32,294,34,73,89,18,232,75,69,21,33,34,70,222,76,76,70,46,8,10,15,7,6
247278,2025-10-23,A. Gutman,28,178,72,CF Montréal,2024.0,2026.0,LB,Left,15.0,4000,925000,,67,67,LB,265,58,51,57,63,36,269,65,53,26,62,63,355,80,79,77,62,57,324,59,77,68,49,276,66,62,63,49,36,59,197,67,65,65,58,14,8,11,13,12
213209,2025-10-23,K. Acosta,29,175,68,CF Montréal,2024.0,2026.0,CDM,Right,23.0,6000,16000000,,71,71,CDM,326,71,60,66,74,55,358,70,77,73,67,71,365,74,74,72,73,72,386,79,76,88,73,344,78,65,66,69,66,73,189,65,63,61,46,12,7,12,8,7
239894,2025-10-23,R. Kouamé,28,177,68,CF Montréal,,,,Left,,9000,3000000,,73,74,CDM,296,62,55,65,76,38,316,72,54,43,73,74,357,69,67,74,75,72,372,67,77,89,63,343,75,72,68,72,56,73,210,71,70,69,42,8,6,6,11,11
260984,2025-10-23,B. Gutiérrez,22,178,64,CF Montréal,2020.0,2028.0,LCM,Right,17.0,4000,27000000,,68,69,CAM,282,57,66,42,69,48,311,69,55,51,67,69,344,68,67,71,65,73,300,65,53,64,61,271,55,32,68,66,50,61,130,43,42,45,50,10,13,7,13,7
215443,2025-10-23,P. Zinckernagel,30,175,70,CF Montréal,2025.0,2028.0,RW,Right,11.0,10000,55000000,,75,75,RW,335,72,72,44,75,72,365,75,74,72,69,75,396,84,80,84,71,77,353,76,66,74,73,325,68,45,74,75,63,76,116,49,38,29,51,12,10,8,8,13
233630,2025-10-23,H. Cuypers,28,185,75,CF Montréal,2024.0,2026.0,ST,Right,9.0,11000,11000000,,77,77,ST,369,66,80,76,73,74,312,69,59,49,61,74,360,73,77,66,78,66,398,80,85,90,68,338,67,41,82,72,76,71,119,42,41,36,59,13,12,12,12,10
225085,2025-10-23,J. Bamba,29,175,72,CF Montréal,2025.0,2027.0,LW,Right,19.0,10000,105000000,,77,77,LM,351,75,71,63,74,68,364,78,75,67,67,77,404,84,83,81,75,81,364,77,76,76,72,324,63,36,73,76,76,74,110,33,39,38,61,15,14,15,8,9
243459,2025-10-23,T. Barlow,29,188,84,CF Montréal,2024.0,2025.0,SUB,Right,12.0,2000,325000,,61,61,ST,271,40,62,71,51,47,234,51,44,39,48,52,341,75,76,65,60,65,348,64,85,73,51,290,83,36,59,54,58,56,93,20,37,36,53,9,12,13,11,8
262414,2025-10-23,André Franco,27,177,70,CF Montréal,2022.0,2029.0,SUB,Left,10.0,7000,25000000,,72,72,RM,314,67,71,53,73,50,346,72,65,64,72,73,354,67,74,72,69,72,329,71,63,66,68,296,58,40,68,76,54,69,115,42,38,35,55,12,12,12,12,7
242714,2025-10-23,C. Mueller,28,175,74,CF Montréal,2022.0,2025.0,SUB,Right,8.0,4000,1000000,,67,67,LM,302,60,65,61,63,53,288,66,60,41,54,67,369,79,82,77,63,68,342,68,76,66,64,241,41,15,63,63,59,69,62,26,24,12,55,12,11,13,13,6
271051,2025-10-23,S. Oregel,20,175,65,CF Montréal,2022.0,2025.0,SUB,Right,35.0,1000,425000,,57,60,CAM,240,48,44,43,64,41,282,58,56,49,59,60,330,61,67,66,58,78,234,58,37,54,42,248,48,43,57,57,43,54,137,39,50,48,40,9,8,11,5,7
255273,2025-10-23,M. Pineda,27,185,78,CF Montréal,2020.0,2026.0,SUB,Right,22.0,2000,750000,,65,67,CB,221,25,34,67,67,28,225,57,20,21,65,62,259,52,48,45,59,55,267,33,70,72,20,250,65,67,41,42,35,63,191,66,64,61,50,13,9,6,9,13
277619,2025-10-23,J. Reynolds,21,175,75,CF Montréal,2023.0,2026.0,SUB,Right,36.0,750,230000,,54,54,RB,194,42,31,44,49,28,213,51,31,27,49,55,296,62,55,57,50,72,211,24,49,50,32,223,53,50,53,31,36,36,161,45,59,57,47,7,8,10,10,12
259915,2025-10-23,J. Gal,32,187,80,CF Montréal,2023.0,2025.0,SUB,Right,25.0,1000,240000,,63,63,GK,58,12,5,10,24,7,84,12,14,14,26,18,161,16,20,37,52,36,202,49,52,26,8,85,25,11,8,26,15,28,34,6,14,14,316,63,59,65,65,64
255956,2025-10-23,J. Waterman,29,185,75,CF Montréal,2025.0,2027.0,SUB,Right,16.0,4000,1000000,,68,68,CB,238,39,45,61,71,22,232,49,28,24,73,58,217,34,50,32,69,32,287,59,65,68,17,312,73,70,45,60,64,54,200,70,68,62,45,6,7,10,11,11
190560,2025-10-23,O. González,36,196,94,CF Montréal,2025.0,2025.0,SUB,Right,34.0,2000,90000,,63,63,CB,244,35,31,72,60,46,215,37,36,27,60,55,186,33,34,31,58,30,301,47,74,61,35,248,70,60,39,49,30,63,171,60,61,50,67,14,13,10,16,14
247474,2025-10-23,C. Gasper,29,183,83,CF Montréal,2024.0,2025.0,SUB,Left,77.0,2000,425000,,63,63,LB,235,60,32,51,63,29,255,60,56,21,58,60,314,67,67,60,55,65,281,37,68,68,34,244,60,58,49,43,34,60,185,60,63,62,47,13,13,8,7,6
77494,2025-10-23,Leonardo Barroso,20,168,72,CF Montréal,2025.0,2028.0,SUB,Right,2.0,1000,525000,,58,58,RB,246,55,60,44,58,29,247,52,51,38,51,55,319,64,67,59,56,73,272,58,51,58,46,255,58,53,52,46,46,45,166,55,58,53,48,6,7,10,11,14
240117,2025-10-23,M. Haile-Selassie,26,176,72,CF Montréal,2024.0,2025.0,SUB,Right,7.0,3000,1000000,,66,66,RM,275,60,62,56,62,35,298,66,55,51,61,65,395,82,82,89,61,81,326,62,74,70,58,251,51,39,63,56,42,60,118,45,38,35,46,7,12,13,7,7
78452,2025-10-23,D. D'Avilla,22,191,82,CF Montréal,2025.0,2028.0,RES,Right,42.0,900,250000,,54,56,CB,214,33,38,55,59,29,222,47,38,34,55,48,272,64,52,57,50,49,283,48,69,55,39,221,56,52,34,39,40,49,148,42,54,52,38,9,7,7,8,7
269960,2025-10-23,D. Poreba,22,182,75,CF Montréal,2024.0,2025.0,RES,Right,29.0,950,275000,,55,57,CM,219,44,32,47,59,37,248,53,39,44,56,56,294,64,55,65,48,62,286,48,55,72,52,248,57,56,38,55,42,48,148,44,53,51,53,5,15,13,6,14
78202,2025-10-23,C. Cupps,17,185,79,CF Montréal,2025.0,2028.0,RES,Right,38.0,500,240000,,52,54,CB,159,25,28,48,35,23,155,34,28,23,34,36,274,55,61,49,50,59,240,36,56,56,23,176,44,52,22,29,29,42,156,51,54,51,55,9,14,14,13,5
268338,2025-10-23,S. Williams,20,178,73,CF Montréal,2025.0,2025.0,RES,Right,47.0,800,210000,,52,54,CAM,224,41,45,42,58,38,233,48,42,36,55,52,293,62,56,60,55,60,248,47,43,61,46,238,55,46,49,49,39,51,144,49,48,47,41,5,6,9,8,13
77471,2025-10-23,D. Borso,19,182,73,CF Montréal,2024.0,2027.0,RES,Left,27.0,600,130000,,48,50,CAM,206,41,32,40,58,35,226,48,40,37,54,47,277,54,64,53,43,63,210,48,39,45,25,217,47,28,42,52,48,52,114,31,38,45,47,14,6,10,7,10
81425,2025-10-23,V. Radojević,20,179,73,CF Montréal,2025.0,2027.0,RES,Left,60.0,600,100000,,49,49,LB,161,38,20,42,32,29,161,45,32,26,21,37,289,65,55,50,46,73,200,26,43,55,25,215,52,50,49,32,32,37,142,41,52,49,56,14,8,11,12,11
232082,2025-10-23,A. Tarbell,31,190,88,CF Montréal,2023.0,2025.0,GK,Right,13.0,1000,250000,,63,63,GK,80,14,15,12,22,17,85,15,14,13,25,18,157,27,31,25,45,29,214,50,56,26,15,99,22,12,17,29,19,36,42,17,12,13,322,63,62,67,62,68
246849,2025-10-23,G. Dorsey,26,182,72,CF Montréal,2021.0,2025.0,RB,Right,25.0,5000,18000000,,70,71,RWB,304,69,56,59,70,50,308,66,59,48,65,70,360,77,79,72,62,70,345,59,74,90,52,302,75,59,62,62,44,62,189,68,62,59,45,7,8,9,11,10
199745,2025-10-23,E. Sviatchenko,33,184,82,CF Montréal,2023.0,2026.0,RCB,Right,28.0,6000,900000,,71,71,CB,263,44,41,72,68,38,266,51,45,39,66,65,304,48,64,64,68,60,376,67,87,74,59,311,72,69,67,65,38,72,202,68,68,66,63,14,15,7,11,16
76912,2025-10-23,F. Awodesu,24,190,74,CF Montréal,2025.0,2025.0,LCB,Right,24.0,2000,900000,,63,65,CB,172,24,18,61,49,20,187,42,27,25,44,49,286,65,71,40,61,49,267,30,76,62,21,218,65,63,21,31,38,46,187,64,63,60,41,7,7,11,10,6
222587,2025-10-23,F. Escobar,30,175,72,CF Montréal,2023.0,2025.0,LB,Right,2.0,4000,1000000,,68,68,LB,270,57,51,65,63,34,263,68,42,28,60,65,344,69,72,69,65,69,293,51,71,68,37,297,78,63,54,53,49,57,201,65,69,67,56,15,9,12,13,7
206171,2025-10-23,Júnior Urso,36,182,72,CF Montréal,2025.0,2025.0,RDM,Right,30.0,3000,200000,,67,67,CDM,279,51,60,69,68,31,299,66,42,58,67,66,322,60,66,60,66,70,358,74,74,67,69,312,75,64,60,65,48,70,191,64,66,61,55,9,11,14,9,12
234122,2025-10-23,Artur,29,181,70,CF Montréal,2023.0,2025.0,LDM,Right,6.0,6000,16000000,,71,71,CDM,252,51,34,61,69,37,317,66,49,59,73,70,333,57,66,74,68,68,320,54,70,76,47,313,80,66,48,62,57,69,209,69,71,69,40,6,6,10,13,5
260479,2025-10-23,J. McGlynn,21,180,73,CF Montréal,2025.0,2025.0,RM,Left,21.0,5000,42000000,,71,73,CM,276,61,50,48,76,41,362,70,75,72,75,70,351,71,69,69,70,72,324,65,60,77,65,280,55,55,65,74,31,69,178,55,65,58,42,5,7,12,13,5
258208,2025-10-23,O. Lingr,26,175,70,CF Montréal,2025.0,2028.0,LM,Right,9.0,7000,26000000,,72,73,ST,355,67,71,79,69,69,340,73,66,64,65,72,380,79,65,83,67,86,387,75,91,78,67,349,84,49,78,70,68,75,148,51,49,48,52,14,5,11,10,12
238504,2025-10-23,A. Bassi,27,173,69,CF Montréal,2023.0,2025.0,CAM,Right,8.0,6000,17000000,,70,70,CAM,323,65,69,59,73,57,350,72,72,72,63,71,368,72,67,78,68,83,342,70,70,71,68,318,59,48,64,73,74,69,143,41,51,51,48,7,13,5,9,14
220715,2025-10-23,E. Ponce,28,178,76,CF Montréal,2024.0,2027.0,ST,Right,10.0,8000,31000000,,73,73,ST,348,59,74,80,65,70,320,71,68,61,50,70,377,75,73,73,73,83,389,75,92,71,68,292,62,29,72,61,68,75,97,39,30,28,48,12,16,7,7,6
